Lot Frontage,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,Total Bsmt SF,Central Air,Gr Liv Area,Full Bath,Half Bath,Kitchen Qual,Fireplaces,Garage Finish,Garage Cars,Paved Drive,Wood Deck SF,Open Porch SF,SalePrice,SalePriceLog
60.0,5,1939,2006,0.0,0.0,676.0,Y,1352,2,0,Gd,0,Unf,2.0,Y,187,0,149000,11.91170829631447
80.0,4,1900,2003,0.0,0.0,405.0,Y,1039,1,0,TA,0,Unf,1.0,N,0,0,114000,11.643962499267984
52.0,5,1924,2006,0.0,0.0,768.0,Y,792,1,0,Gd,0,Unf,1.0,N,316,0,109500,11.603688960617083
60.0,5,1925,1950,0.0,0.0,1054.0,Y,1078,1,0,Ex,0,Unf,1.0,N,0,0,125000,11.736077016252437
60.0,4,1915,1950,0.0,0.0,1313.0,Y,2377,2,0,Gd,1,Unf,2.0,Y,0,0,142900,11.869907361794104
60.0,7,1910,2008,0.0,0.0,560.0,Y,1690,2,0,Gd,0,Unf,2.0,Y,0,0,156500,11.960817678718287
90.0,2,1940,1950,0.0,0.0,416.0,N,599,1,0,Gd,0,,0.0,N,0,81,59000,10.985309671896763
90.0,4,1920,1950,0.0,315.0,840.0,Y,1374,1,0,TA,0,Fin,1.0,Y,0,0,105000,11.561725152903833
60.0,5,1920,1950,0.0,0.0,720.0,N,846,1,0,Gd,0,Fin,2.0,N,0,0,106000,11.571203807011969
60.0,3,1890,1998,0.0,0.0,630.0,Y,725,1,1,TA,0,Unf,1.0,Y,0,30,78500,11.270866642542865
81.0,6,1969,1969,480.0,0.0,1248.0,Y,2544,2,2,TA,0,RFn,3.0,Y,0,0,190000,12.154784614286667
83.0,6,1963,1963,295.0,384.0,1380.0,Y,1380,1,1,TA,0,Unf,1.0,Y,0,0,154000,11.944714374881176
77.0,6,1967,1967,0.0,872.0,1040.0,Y,1040,1,0,TA,1,RFn,2.0,Y,0,0,163000,12.001511614739405
91.0,5,1969,1969,368.0,500.0,1248.0,Y,2634,2,2,TA,0,Unf,4.0,Y,0,0,200000,12.206077645517674
62.0,6,1958,2007,0.0,745.0,951.0,Y,951,1,0,Gd,0,Unf,2.0,Y,0,0,143500,11.874097282798648
90.0,6,1957,1957,143.0,546.0,1105.0,Y,1105,1,0,TA,0,Unf,1.0,Y,0,0,135000,11.813037464800539
64.0,5,1957,2000,0.0,860.0,992.0,Y,1306,1,0,TA,0,Unf,1.0,Y,0,0,153000,11.938199736300925
,6,1960,1960,30.0,1270.0,1478.0,Y,1478,2,0,TA,2,Unf,2.0,Y,0,40,157500,11.967187086434018
80.0,6,1958,1958,82.0,0.0,160.0,Y,1142,1,0,TA,1,RFn,1.0,Y,0,28,113500,11.63956692643747
60.0,5,1949,1950,0.0,375.0,832.0,Y,1268,1,0,TA,1,Unf,1.0,Y,0,28,133000,11.798111925972618
60.0,3,1950,1950,0.0,0.0,0.0,N,1040,2,0,TA,0,Unf,2.0,Y,0,0,92900,11.439289689006644
60.0,6,1950,1950,0.0,621.0,795.0,N,1133,1,0,TA,0,Unf,2.0,Y,0,0,128500,11.763691965388299
60.0,4,1949,1950,0.0,0.0,0.0,N,1040,2,0,TA,0,Unf,2.0,Y,0,0,90000,11.407576060361786
60.0,5,1950,1982,0.0,180.0,1208.0,Y,1904,1,1,TA,0,Unf,1.0,Y,0,0,138000,11.835016210489899
71.0,5,1958,1958,0.0,0.0,1041.0,Y,1041,1,0,TA,0,RFn,1.0,Y,0,0,128000,11.759793355371237
70.0,5,1958,1965,0.0,504.0,1029.0,Y,1339,1,0,TA,0,Unf,1.0,Y,0,0,139000,11.842236406331555
60.0,5,1952,1952,0.0,630.0,732.0,Y,732,1,0,TA,0,Unf,1.0,Y,0,68,118900,11.686046493072437
80.0,5,1959,1959,0.0,433.0,528.0,Y,1183,1,0,TA,0,RFn,1.0,Y,0,0,138000,11.835016210489899
70.0,5,1959,1959,0.0,1148.0,1148.0,Y,1148,1,0,TA,0,Unf,1.0,Y,0,0,132500,11.794345471549745
60.0,4,1949,1996,0.0,0.0,832.0,Y,1461,2,0,TA,0,Unf,1.0,Y,0,204,133500,11.80186424743109
60.0,6,1948,1994,0.0,120.0,864.0,Y,1495,1,0,TA,0,Unf,2.0,Y,180,36,135000,11.813037464800539
76.0,6,1964,1964,420.0,0.0,780.0,Y,1806,1,1,TA,0,Unf,2.0,Y,0,55,144750,11.882770303874246
75.0,5,1978,1978,124.0,941.0,941.0,Y,941,1,0,Gd,0,Unf,2.0,Y,0,40,145000,11.884495917930655
80.0,6,1963,1963,0.0,826.0,1045.0,Y,1045,1,0,TA,1,RFn,1.0,Y,0,0,127000,11.751950239425476
60.0,5,1962,1962,0.0,0.0,894.0,N,894,1,0,TA,0,Unf,1.0,Y,0,0,109500,11.603688960617083
,6,1926,2004,0.0,468.0,818.0,Y,1224,1,0,TA,0,Unf,1.0,N,0,0,115000,11.652696102959753
60.0,5,1910,1981,0.0,0.0,440.0,Y,1230,1,1,TA,0,Unf,2.0,Y,74,0,110000,11.608244735642321
68.0,6,1935,1998,0.0,0.0,901.0,Y,1378,1,0,Gd,0,Unf,1.0,P,54,0,128900,11.766799946849087
57.0,6,1910,1950,0.0,633.0,972.0,N,1944,2,0,TA,0,Unf,2.0,N,0,28,103500,11.547336553476635
52.0,5,1941,1950,0.0,0.0,676.0,Y,1131,1,1,TA,0,Unf,1.0,Y,26,0,66500,11.104972264124868
90.0,5,1910,2003,0.0,0.0,240.0,Y,1306,1,1,Gd,0,Unf,2.0,N,0,0,130000,11.775297421715827
90.0,5,1910,2002,0.0,0.0,504.0,Y,1464,2,0,TA,0,,0.0,N,0,0,129000,11.767575435251748
57.0,5,1939,1950,0.0,421.0,690.0,Y,1558,1,1,TA,1,Unf,2.0,Y,0,36,150000,11.918397239722838
60.0,5,1892,1965,0.0,0.0,994.0,N,2372,2,0,TA,0,RFn,1.0,Y,0,287,107500,11.58525542883217
63.0,4,1920,1950,0.0,0.0,600.0,N,1701,2,0,Fa,0,,0.0,N,0,0,94550,11.45689465044527
60.0,5,1952,1952,360.0,0.0,960.0,Y,1960,2,0,TA,0,Unf,2.0,N,0,0,124500,11.732069026983156
60.0,7,1946,1992,0.0,0.0,651.0,Y,1389,1,1,TA,2,Unf,1.0,P,0,0,135000,11.813037464800539
56.0,5,1910,1950,0.0,0.0,801.0,N,1447,1,0,TA,0,,0.0,N,80,0,103000,11.542493975902508
60.0,4,1953,1953,0.0,0.0,936.0,N,936,1,0,TA,0,Unf,2.0,Y,0,32,93000,11.440365524765756
50.0,5,1950,1970,0.0,384.0,768.0,Y,1328,1,1,TA,0,Unf,1.0,Y,0,12,129500,11.771443882099637
50.0,5,1954,1954,0.0,0.0,811.0,Y,1387,2,0,Gd,0,Unf,1.0,Y,0,0,93000,11.440365524765756
62.0,4,1920,1950,0.0,0.0,861.0,Y,861,1,0,TA,0,Unf,2.0,N,0,0,80000,11.289794413577894
50.0,2,1940,1950,0.0,0.0,0.0,N,612,1,0,TA,0,Unf,1.0,N,0,0,45000,10.714439990727769
50.0,3,1910,1950,0.0,0.0,600.0,N,968,1,0,TA,0,,0.0,Y,0,0,37900,10.542732775946709
50.0,5,1938,1996,0.0,0.0,190.0,Y,886,1,0,TA,0,Unf,1.0,Y,144,20,91300,11.421917019425596
60.0,5,1923,1950,0.0,0.0,624.0,Y,792,1,0,TA,0,Unf,1.0,Y,0,0,99500,11.507922973347437
33.0,4,1920,2008,0.0,0.0,736.0,Y,1452,2,0,TA,0,,0.0,N,0,0,113000,11.635151947212842
60.0,4,1910,1950,0.0,0.0,677.0,Y,1510,2,0,Gd,0,Unf,2.0,N,0,0,87500,11.37940550085183
50.0,5,1947,1950,0.0,312.0,720.0,Y,1284,1,1,TA,0,Unf,1.0,Y,0,35,110000,11.608244735642321
90.0,5,1898,1965,0.0,0.0,849.0,N,2138,2,0,TA,0,Unf,2.0,N,40,156,106000,11.571203807011969
65.0,7,1880,2003,0.0,0.0,1240.0,N,2640,1,1,Gd,1,Unf,4.0,N,181,0,265979,12.491176396967154
70.0,6,1900,1950,0.0,0.0,917.0,Y,2007,2,0,Ex,0,Unf,1.0,Y,0,235,160000,11.982935344196433
60.0,6,1917,2007,0.0,0.0,624.0,Y,1288,1,0,Ex,1,Unf,1.0,N,0,103,119000,11.686887175419702
121.0,8,1882,1986,0.0,216.0,916.0,Y,1742,1,1,Gd,1,Unf,2.0,P,0,169,168000,12.031725210748633
,4,1910,1950,0.0,0.0,624.0,Y,816,1,0,TA,1,,0.0,N,0,33,58500,10.97679912709094
50.0,7,1920,1988,0.0,624.0,650.0,Y,1482,1,0,TA,0,Unf,2.0,Y,0,0,143000,11.870606902224587
60.0,5,1910,2006,0.0,247.0,1022.0,N,1022,1,0,TA,0,Unf,1.0,Y,0,30,85000,11.350418300109132
98.0,5,1890,1996,0.0,1088.0,1088.0,Y,1869,1,0,TA,0,Unf,2.0,Y,48,0,124900,11.735276702486741
60.0,6,1920,1950,0.0,0.0,972.0,Y,1480,1,0,TA,0,Unf,1.0,Y,0,0,119000,11.686887175419702
60.0,6,1910,2002,0.0,0.0,741.0,Y,1521,1,0,Gd,0,Unf,3.0,Y,0,0,146500,11.89478753335453
60.0,4,1920,1950,0.0,495.0,720.0,N,720,1,0,TA,0,,0.0,N,0,523,34900,10.460270761075149
72.0,3,1900,1950,0.0,0.0,245.0,N,797,1,0,TA,0,,0.0,N,0,36,44000,10.691967639914864
144.0,5,1923,2004,0.0,1309.0,1324.0,Y,1576,1,1,Gd,1,RFn,2.0,Y,0,312,223500,12.317171167298682
,6,1923,1950,0.0,0.0,1022.0,N,1432,1,0,Gd,1,Unf,1.0,Y,266,61,149000,11.91170829631447
55.0,7,1925,2007,0.0,0.0,952.0,N,1548,2,1,Ex,0,Unf,2.0,Y,74,0,205000,12.230770136157428
50.0,5,1930,1982,0.0,0.0,297.0,Y,1654,2,0,TA,1,Unf,1.0,N,244,60,137000,11.827743504053695
,6,1916,1950,0.0,0.0,952.0,N,952,1,0,Fa,1,Unf,1.0,P,0,98,121000,11.703554089007538
50.0,4,1936,1950,0.0,672.0,672.0,Y,1324,1,0,TA,0,Unf,1.0,Y,0,0,128000,11.759793355371237
50.0,6,1937,2000,0.0,0.0,698.0,Y,1176,1,0,TA,0,Unf,2.0,N,210,0,134900,11.812296455066814
50.0,5,1925,1997,0.0,0.0,884.0,Y,1348,1,0,TA,1,Unf,1.0,N,0,0,117000,11.669937760751914
50.0,6,1939,1950,0.0,0.0,780.0,Y,1412,1,0,TA,1,Unf,1.0,Y,45,0,132500,11.794345471549745
60.0,5,1924,1950,444.0,220.0,468.0,Y,1142,1,0,TA,0,Fin,1.0,Y,0,0,93000,11.440365524765756
50.0,6,1926,2004,0.0,0.0,884.0,Y,904,1,0,TA,0,Unf,1.0,Y,0,0,119000,11.686887175419702
60.0,5,1924,1950,0.0,405.0,1145.0,Y,1301,1,0,Fa,0,Unf,2.0,Y,0,0,100000,11.51293546492023
51.0,5,1936,1950,0.0,0.0,927.0,Y,1539,1,1,TA,0,Unf,2.0,Y,112,0,141500,11.860062063178267
51.0,4,1935,1995,0.0,0.0,884.0,Y,1573,1,0,Gd,0,Unf,1.0,Y,0,0,133000,11.798111925972618
51.0,2,1936,1950,0.0,0.0,264.0,N,800,1,0,Fa,1,,0.0,N,0,0,60000,11.002116507732017
51.0,5,1931,1993,0.0,209.0,715.0,Y,875,1,0,TA,0,Unf,1.0,Y,48,0,105000,11.561725152903833
51.0,5,1925,1999,0.0,0.0,960.0,Y,995,1,0,TA,0,Unf,1.0,Y,0,15,115000,11.652696102959753
51.0,5,1938,1950,0.0,273.0,952.0,Y,1582,2,0,TA,1,Unf,1.0,Y,189,0,150000,11.918397239722838
50.0,5,1925,1950,0.0,134.0,1072.0,Y,1072,1,0,TA,0,Unf,5.0,P,0,0,126500,11.748005492256807
,6,1916,1994,0.0,0.0,844.0,N,2134,2,0,Gd,0,Unf,2.0,Y,0,60,214500,12.276069679344003
60.0,7,1910,1993,0.0,0.0,728.0,N,2019,1,0,Gd,0,Unf,2.0,Y,509,135,167500,12.02874460037869
57.0,6,1915,1950,0.0,0.0,1048.0,Y,1768,2,0,TA,0,Unf,2.0,Y,0,0,155000,11.951186847493476
50.0,7,1915,2005,0.0,299.0,910.0,Y,1826,1,1,Ex,1,Unf,1.0,Y,0,0,155000,11.951186847493476
68.0,7,1915,1994,0.0,0.0,672.0,Y,1944,2,0,TA,0,Unf,1.0,N,24,28,179900,12.100161978566867
92.0,6,1912,1950,0.0,0.0,755.0,Y,2229,1,0,TA,0,,0.0,Y,0,198,104000,11.552155793461898
50.0,5,1922,1950,0.0,0.0,1040.0,N,2128,2,0,TA,0,,0.0,Y,0,56,62500,11.042937835596494
57.0,6,1927,1950,0.0,522.0,720.0,Y,1930,2,0,TA,0,Unf,1.0,Y,0,0,149000,11.91170829631447
52.0,4,1925,1950,0.0,152.0,780.0,Y,1208,1,0,TA,0,Unf,2.0,Y,0,23,103000,11.542493975902508
,6,1915,2002,0.0,0.0,483.0,Y,1427,1,0,Gd,0,Unf,1.0,Y,0,24,123000,11.719947764402807
41.0,7,1902,2000,188.0,169.0,1020.0,N,1864,2,1,TA,0,,0.0,N,0,188,97500,11.487617913343598
60.0,6,1927,1950,0.0,0.0,1204.0,Y,1666,1,0,TA,0,Unf,1.0,Y,0,0,135000,11.813037464800539
86.0,4,1923,1950,0.0,749.0,858.0,Y,892,1,0,Gd,0,,0.0,N,0,0,70000,11.156264806643742
60.0,6,1915,1965,0.0,276.0,698.0,Y,1403,1,1,TA,0,Unf,1.0,Y,0,0,116000,11.661354090741
50.0,4,1946,2001,0.0,0.0,560.0,Y,704,1,0,Fa,0,Unf,1.0,Y,0,0,88750,11.393589974879816
60.0,5,1987,1988,0.0,1200.0,1200.0,Y,1200,3,0,TA,0,,0.0,Y,120,0,179000,12.095146671399466
60.0,5,1987,1988,0.0,1200.0,1200.0,Y,1200,3,0,TA,0,,0.0,Y,120,0,179000,12.095146671399466
,5,1978,1978,0.0,1152.0,1152.0,Y,1152,2,0,TA,0,Unf,1.0,N,0,0,159900,11.982310152711182
,1,1922,1950,0.0,350.0,683.0,N,904,0,1,Fa,0,,0.0,Y,0,0,61000,11.0186455364637
54.0,6,1925,1950,0.0,551.0,672.0,N,1369,2,0,TA,0,Unf,1.0,Y,147,0,103600,11.548302261270587
60.0,5,1934,1950,0.0,0.0,585.0,N,1112,2,0,TA,0,Unf,1.0,N,0,0,63000,11.050905878263567
70.0,5,1963,1999,0.0,444.0,520.0,Y,1464,2,0,TA,1,RFn,2.0,Y,302,0,175000,12.07254696717504
80.0,5,1963,1963,0.0,651.0,1121.0,Y,1121,1,0,TA,0,Unf,2.0,Y,0,80,139000,11.842236406331555
70.0,6,1978,1978,92.0,226.0,918.0,Y,1683,2,1,TA,1,RFn,2.0,Y,243,0,172500,12.058158312538197
75.0,5,1967,1967,172.0,527.0,1052.0,Y,1052,1,1,TA,1,Fin,1.0,Y,0,215,113500,11.63956692643747
65.0,5,1967,2004,89.0,450.0,864.0,Y,899,1,0,Gd,0,Fin,1.0,Y,64,0,130000,11.775297421715827
,6,1978,1978,23.0,456.0,456.0,Y,1034,1,0,TA,1,Fin,2.0,Y,0,0,149900,11.917730355182513
,5,1982,1982,0.0,685.0,858.0,Y,858,1,0,TA,0,Unf,2.0,Y,120,0,134900,11.812296455066814
74.0,5,1982,1982,0.0,672.0,840.0,Y,860,1,0,TA,0,Unf,2.0,Y,0,0,137000,11.827743504053695
,5,1962,1962,116.0,170.0,1092.0,Y,1092,1,0,TA,1,Unf,1.0,Y,0,20,139000,11.842236406331555
88.0,5,1961,1961,0.0,0.0,552.0,Y,1774,2,0,TA,1,Unf,1.0,Y,290,40,165000,12.013706813470414
88.0,6,1960,1960,54.0,588.0,1138.0,Y,1138,1,0,TA,1,RFn,2.0,Y,0,0,148000,11.904974309480181
,5,1956,1956,366.0,0.0,825.0,Y,2071,1,1,TA,1,Unf,1.0,Y,131,28,165000,12.013706813470414
,2,1947,1950,0.0,0.0,0.0,N,660,1,0,Fa,0,,0.0,N,0,0,63900,11.065090289695444
,4,1957,1989,0.0,0.0,1104.0,Y,1788,1,0,TA,2,Unf,1.0,Y,120,0,161500,11.992266613576142
65.0,5,1968,2003,0.0,1324.0,1437.0,Y,1473,1,0,Ex,2,Unf,1.0,Y,0,48,143000,11.870606902224587
,4,1956,1956,0.0,1059.0,1134.0,Y,1229,1,0,TA,0,RFn,1.0,Y,0,0,135000,11.813037464800539
,4,1940,1950,0.0,262.0,861.0,Y,861,1,0,TA,0,Unf,2.0,Y,158,0,82500,11.320565693461432
,5,1955,1993,0.0,379.0,1617.0,Y,1867,1,0,TA,3,Fin,1.0,Y,476,0,190000,12.154784614286667
,3,1955,1955,0.0,0.0,0.0,Y,1733,2,0,TA,1,Unf,2.0,Y,0,0,139600,11.846543632608535
,4,1954,1954,0.0,0.0,0.0,Y,1383,1,0,TA,0,Unf,2.0,Y,0,0,122000,11.711784520403112
73.0,6,1956,1956,0.0,0.0,1436.0,Y,1689,1,0,TA,1,Unf,2.0,Y,0,0,127500,11.755879486687116
68.0,5,1956,1956,0.0,257.0,1073.0,Y,1073,1,0,TA,0,Unf,1.0,Y,0,0,121500,11.707677772181546
68.0,5,1958,1958,0.0,0.0,1276.0,Y,1276,1,0,TA,0,Unf,1.0,Y,0,0,60000,11.002116507732017
50.0,6,1946,1950,0.0,342.0,747.0,Y,1639,1,1,Gd,1,Unf,1.0,Y,0,50,154400,11.947308393235778
50.0,4,1941,1950,0.0,344.0,672.0,Y,672,1,0,TA,0,Unf,1.0,N,0,113,113000,11.635151947212842
62.0,5,1954,1954,0.0,173.0,1089.0,Y,1089,1,0,TA,1,RFn,1.0,P,328,0,125000,11.736077016252437
,4,1957,1957,0.0,0.0,0.0,N,845,1,0,TA,0,Unf,1.0,N,186,0,84000,11.338583982516495
42.0,5,1984,1984,149.0,552.0,1049.0,Y,1049,2,0,Gd,0,Fin,1.0,Y,0,105,139500,11.845827048676645
60.0,5,1949,2008,0.0,292.0,768.0,Y,1716,1,1,TA,1,Unf,1.0,Y,0,0,131000,11.782960235741939
60.0,6,1939,1950,0.0,204.0,560.0,Y,1258,1,0,TA,0,Unf,1.0,P,0,0,105000,11.561725152903833
60.0,4,1940,1950,0.0,0.0,755.0,Y,1510,1,0,TA,1,Unf,1.0,P,120,0,108000,11.58989576532275
74.0,7,1990,1991,0.0,460.0,1054.0,Y,1061,1,1,Gd,0,Unf,2.0,Y,114,36,162000,11.995357787034976
66.0,6,1983,1983,100.0,70.0,520.0,Y,1338,1,1,Gd,1,Unf,2.0,Y,0,0,156500,11.960817678718287
79.0,8,1983,2009,0.0,1441.0,1496.0,Y,2132,1,1,Gd,1,Fin,2.0,Y,349,40,316600,12.665397584983758
90.0,7,1990,1991,234.0,485.0,2158.0,Y,2196,2,0,Gd,1,RFn,3.0,Y,84,70,271900,12.513193308436527
75.0,7,1993,1993,137.0,513.0,740.0,Y,1775,2,1,Gd,1,Unf,2.0,Y,234,72,213000,12.269052139516223
85.0,7,1993,1994,0.0,474.0,1079.0,Y,1879,2,1,Gd,1,RFn,2.0,Y,400,100,239900,12.3879816172226
80.0,8,1995,1995,0.0,584.0,1128.0,Y,2020,2,1,Gd,1,RFn,2.0,Y,0,155,239500,12.386312871189734
120.0,5,1880,2007,0.0,0.0,0.0,Y,2016,1,0,TA,1,Unf,2.0,P,0,0,131000,11.782960235741939
64.0,5,1979,1979,0.0,0.0,0.0,Y,1535,2,0,TA,0,Unf,2.0,Y,0,0,118964,11.68658461118553
64.0,5,1979,1979,275.0,1086.0,1086.0,Y,1224,0,2,TA,2,Unf,2.0,Y,120,0,153337,11.940399914116648
64.0,5,1979,1979,0.0,0.0,0.0,Y,2228,2,0,TA,0,Unf,2.0,Y,73,0,147983,11.904859438794041
64.0,5,1979,1979,0.0,0.0,0.0,Y,1535,2,0,TA,0,Unf,2.0,Y,0,0,118858,11.685693195625964
64.0,5,1979,1979,0.0,0.0,0.0,Y,1535,2,0,TA,0,Unf,2.0,Y,0,0,118858,11.685693195625964
64.0,5,1979,1979,0.0,0.0,0.0,Y,2240,2,0,TA,0,Unf,2.0,Y,154,0,142953,11.870278179170796
64.0,5,1979,1979,216.0,1094.0,1094.0,Y,1229,0,2,Gd,2,Unf,2.0,Y,120,0,148325,11.907167833055912
64.0,5,1979,1979,0.0,0.0,0.0,Y,1513,2,0,TA,0,Unf,2.0,Y,0,0,113722,11.641520946000865
,7,2000,2000,23.0,820.0,1168.0,Y,2787,4,2,TA,2,Fin,4.0,Y,312,0,269500,12.504327379899443
,7,2000,2000,23.0,820.0,1168.0,Y,2787,4,2,TA,2,Fin,4.0,Y,312,0,269500,12.504327379899443
,7,2000,2000,23.0,820.0,1168.0,Y,2787,4,2,TA,2,Fin,4.0,Y,312,0,269500,12.504327379899443
84.0,9,2009,2009,242.0,1021.0,1555.0,Y,1680,1,1,Ex,1,Fin,3.0,Y,185,24,323262,12.686221512376097
79.0,8,2007,2008,336.0,1288.0,1705.0,Y,1718,2,0,Gd,1,RFn,3.0,Y,208,44,297000,12.601490784782536
61.0,8,2008,2008,270.0,0.0,1622.0,Y,1630,2,0,Ex,1,RFn,3.0,Y,172,42,295493,12.596403811053621
65.0,9,2008,2008,364.0,1104.0,1720.0,Y,1720,2,0,Ex,1,RFn,3.0,Y,208,104,332000,12.712893259942282
71.0,8,2008,2008,0.0,0.0,1468.0,Y,1468,2,0,Gd,1,RFn,3.0,Y,192,142,239900,12.3879816172226
68.0,8,2007,2007,0.0,20.0,866.0,Y,1768,2,1,Gd,0,RFn,2.0,Y,144,105,212000,12.264346270624157
77.0,8,2007,2008,352.0,1359.0,1838.0,Y,1838,2,0,Gd,2,RFn,2.0,Y,154,222,272500,12.515397562803473
122.0,9,2007,2007,0.0,0.0,1800.0,Y,1800,2,0,Ex,0,Fin,2.0,Y,288,136,239000,12.384223015005313
68.0,7,2006,2006,180.0,1334.0,1604.0,Y,1604,2,1,Gd,1,RFn,2.0,Y,123,110,220000,12.301387370778713
64.0,7,2007,2007,0.0,902.0,1282.0,Y,1290,2,0,Gd,1,RFn,2.0,Y,168,0,200000,12.206077645517674
95.0,8,2008,2008,140.0,872.0,1254.0,Y,1254,2,0,Gd,0,RFn,3.0,Y,168,92,221800,12.309535862454515
64.0,7,2007,2007,82.0,724.0,1232.0,Y,1232,2,0,Gd,0,RFn,2.0,Y,132,0,194500,12.178192583415596
78.0,8,2005,2006,76.0,24.0,1498.0,Y,1498,2,0,Gd,1,Fin,3.0,Y,144,98,237000,12.37581963951765
79.0,6,2005,2006,0.0,0.0,704.0,Y,1422,2,1,Gd,1,Fin,2.0,Y,36,28,173000,12.06105265381003
,7,1989,1989,145.0,1518.0,1518.0,Y,1644,2,0,Gd,1,Fin,2.0,Y,80,0,275000,12.524530013005734
,7,1992,1993,0.0,800.0,1449.0,Y,1759,2,1,Gd,1,Unf,2.0,Y,150,193,233500,12.360941638737165
,5,1967,1967,0.0,249.0,1013.0,Y,2126,2,1,TA,0,Fin,2.0,Y,486,0,185000,12.128116509451258
82.0,5,1996,1996,0.0,732.0,1040.0,Y,1040,1,0,Gd,0,Unf,2.0,Y,168,0,152000,11.931642378754141
65.0,5,1994,1994,0.0,755.0,990.0,Y,990,1,0,TA,0,RFn,1.0,Y,66,0,143000,11.870606902224587
65.0,6,1997,1997,0.0,821.0,928.0,Y,1764,2,1,Gd,0,RFn,2.0,Y,276,99,231500,12.352339472153524
43.0,7,1996,1996,0.0,385.0,799.0,Y,1661,2,1,Gd,1,RFn,2.0,Y,158,61,212000,12.264346270624157
65.0,7,1998,1998,0.0,950.0,1463.0,Y,1463,2,0,TA,0,Fin,2.0,Y,0,81,207000,12.240478903153711
112.0,5,1994,1995,0.0,0.0,1097.0,Y,1097,1,1,TA,0,Unf,2.0,Y,392,64,145000,11.884495917930655
60.0,5,1994,1995,0.0,746.0,990.0,Y,990,1,0,TA,0,Unf,2.0,Y,0,64,138000,11.835016210489899
80.0,7,1998,1998,0.0,0.0,866.0,Y,1779,2,1,Gd,0,RFn,2.0,Y,198,36,197900,12.19552218463499
78.0,7,1999,1999,183.0,679.0,1490.0,Y,1501,2,0,Gd,0,RFn,2.0,Y,144,29,204000,12.225880174775122
68.0,7,1999,1999,0.0,560.0,1431.0,Y,1431,2,0,Gd,0,Fin,2.0,Y,0,35,192000,12.165255859329688
70.0,6,1998,1998,120.0,606.0,928.0,Y,1772,2,1,TA,1,RFn,2.0,Y,150,96,200000,12.206077645517674
68.0,7,2002,2002,95.0,0.0,831.0,Y,1660,2,1,Gd,0,RFn,2.0,Y,144,68,195000,12.180759965737863
67.0,7,2002,2002,110.0,788.0,1573.0,Y,1573,2,0,Gd,0,RFn,2.0,Y,0,72,227000,12.33270970174018
79.0,7,2001,2001,0.0,666.0,944.0,Y,1840,2,1,Gd,0,RFn,2.0,Y,0,45,230000,12.345838935721968
67.0,7,2001,2002,0.0,0.0,1413.0,Y,1430,2,0,Gd,0,RFn,2.0,Y,0,33,187100,12.139403856983334
65.0,7,2002,2001,68.0,1259.0,1431.0,Y,1444,2,0,Gd,0,RFn,2.0,Y,144,40,203000,12.220966184120165
75.0,7,2001,2001,180.0,24.0,1492.0,Y,1492,2,0,Gd,1,RFn,2.0,Y,0,114,201000,12.211065162153215
60.0,5,1978,1978,136.0,616.0,1040.0,Y,1040,2,0,TA,0,,0.0,Y,0,0,124000,11.728044909070785
,5,1978,1978,76.0,625.0,907.0,Y,907,1,0,TA,0,Unf,1.0,Y,72,0,140000,11.849404844423074
76.0,5,1979,1979,40.0,710.0,914.0,Y,914,1,0,TA,0,Unf,2.0,Y,0,0,134900,11.812296455066814
61.0,5,1977,2008,0.0,532.0,1040.0,Y,1040,2,0,Gd,0,Unf,2.0,Y,0,0,150500,11.921725007667265
,5,1978,2005,90.0,646.0,864.0,Y,864,1,0,TA,0,Unf,1.0,Y,0,0,136500,11.824087219587643
,5,1977,1989,0.0,196.0,1268.0,Y,1268,1,1,Gd,0,Unf,1.0,Y,173,0,143500,11.874097282798648
36.0,5,1972,1972,0.0,460.0,864.0,Y,864,1,0,TA,1,Unf,1.0,Y,0,0,133500,11.80186424743109
60.0,5,1972,1972,0.0,777.0,894.0,Y,894,1,0,TA,0,RFn,2.0,Y,215,0,123000,11.719947764402807
60.0,5,1972,2003,0.0,660.0,768.0,Y,768,1,0,TA,0,Fin,1.0,Y,192,0,133900,11.804855999911272
70.0,5,1972,2007,0.0,656.0,768.0,Y,768,1,0,TA,0,Unf,2.0,Y,58,0,133000,11.798111925972618
90.0,7,2002,2002,0.0,1234.0,1569.0,Y,1611,2,0,Gd,0,RFn,3.0,Y,262,93,250000,12.429220196836383
,8,2003,2003,198.0,0.0,1068.0,Y,2184,2,1,Gd,1,RFn,2.0,Y,192,132,254750,12.448041876494342
,8,2001,2001,0.0,0.0,1753.0,Y,1788,2,0,Ex,1,RFn,2.0,Y,202,151,236500,12.373707715234994
,8,2001,2001,108.0,990.0,1299.0,Y,1872,2,1,Ex,1,RFn,2.0,Y,160,122,261500,12.474193386571581
,9,2000,2000,204.0,904.0,1440.0,Y,2153,2,1,Ex,2,Fin,3.0,Y,253,142,313000,12.653961664405365
70.0,7,2002,2002,,0.0,840.0,Y,1725,2,1,Gd,0,RFn,2.0,Y,0,48,198500,12.198549416880068
,7,2001,2001,0.0,0.0,944.0,Y,1870,2,1,Gd,0,RFn,2.0,Y,256,43,211000,12.259618151783465
90.0,8,1999,2000,260.0,1246.0,1462.0,Y,1513,2,0,Gd,1,Fin,2.0,Y,135,34,220000,12.301387370778713
